Artifact Kind,Schema Name,JSON Schema,Fused,Fused ClassNames,Fused ClassName CSS Tokens,Discoverable
property,headline,✅,✅,✅,✅,
property,healthCondition,✅,✅,✅,✅,
property,healthPlanCoinsuranceOption,✅,✅,✅,✅,
property,healthPlanCoinsuranceRate,✅,✅,✅,✅,
property,healthPlanCopay,✅,✅,✅,✅,
property,healthPlanCopayOption,✅,✅,✅,✅,
property,healthPlanCostSharing,✅,✅,✅,✅,
property,healthPlanDrugOption,✅,✅,✅,✅,
property,healthPlanDrugTier,✅,✅,✅,✅,
property,healthPlanId,✅,✅,✅,✅,
property,healthPlanMarketingUrl,✅,✅,✅,✅,
property,healthPlanNetworkId,✅,✅,✅,✅,
property,healthPlanNetworkTier,✅,✅,✅,✅,
property,healthPlanPharmacyCategory,✅,✅,✅,✅,
property,height,✅,✅,✅,✅,
property,highPrice,✅,✅,✅,✅,
property,homeLocation,✅,✅,✅,✅,
property,honorificPrefix,✅,✅,✅,✅,
property,honorificSuffix,✅,✅,✅,✅,
property,hostingOrganization,✅,✅,✅,✅,
property,hoursAvailable,✅,✅,✅,✅,
property,howPerformed,✅,✅,✅,✅,
property,httpMethod,✅,✅,✅,✅,
property,identifier,✅,✅,✅,✅,
property,identifyingExam,✅,✅,✅,✅,
property,identifyingTest,✅,✅,✅,✅,
property,image,✅,✅,✅,✅,
property,inAlbum,✅,✅,✅,✅,
property,inBroadcastLineup,✅,✅,✅,✅,
property,includedComposition,✅,✅,✅,✅,
property,includedDataCatalog,✅,✅,✅,✅,
property,includedInDataCatalog,✅,✅,✅,✅,
property,includedInHealthInsurancePlan,✅,✅,✅,✅,
property,includesHealthPlanFormulary,✅,✅,✅,✅,
property,includesHealthPlanNetwork,✅,✅,✅,✅,
property,includesObject,✅,✅,✅,✅,
property,inCodeSet,✅,✅,✅,✅,
property,increasesRiskOf,✅,✅,✅,✅,
property,inDefinedTermSet,✅,✅,✅,✅,
property,ineligibleRegion,✅,✅,✅,✅,
property,inLanguage,✅,✅,✅,✅,
property,inPlaylist,✅,✅,✅,✅,
property,inProductGroupWithID,✅,✅,✅,✅,
property,installUrl,✅,✅,✅,✅,
property,inStoreReturnsOffered,✅,✅,✅,✅,
property,instrument,✅,✅,✅,✅,
property,interactingDrug,✅,✅,✅,✅,
property,interactionService,✅,✅,✅,✅,
property,interactionStatistic,✅,✅,✅,✅,
property,interactionType,✅,✅,✅,✅,
property,interactivityType,✅,✅,✅,✅,
property,interestRate,✅,✅,✅,✅,
property,interpretedAsClaim,✅,✅,✅,✅,
property,inventoryLevel,✅,✅,✅,✅,
property,inverseOf,✅,✅,✅,✅,
property,isAccessibleForFree,✅,✅,✅,✅,
property,isAccessoryOrSparePartFor,✅,✅,✅,✅,
property,isAvailableGenerically,✅,✅,✅,✅,
property,isBasedOn,✅,✅,✅,✅,
property,isBasedOnUrl,✅,✅,✅,✅,
property,isConsumableFor,✅,✅,✅,✅,
property,isEncodedByBioChemEntity,✅,✅,✅,✅,
property,isFamilyFriendly,✅,✅,✅,✅,
property,isicV4,✅,✅,✅,✅,
property,isInvolvedInBiologicalProcess,✅,✅,✅,✅,
property,isLocatedInSubcellularLocation,✅,✅,✅,✅,
property,iso6523Code,✅,✅,✅,✅,
property,isPartOf,✅,✅,✅,✅,
property,isPartOfBioChemEntity,✅,✅,✅,✅,
property,isProprietary,✅,✅,✅,✅,
property,isrcCode,✅,✅,✅,✅,
property,isRelatedTo,✅,✅,✅,✅,
property,isSimilarTo,✅,✅,✅,✅,
property,issn,✅,✅,✅,✅,
property,issuedBy,✅,✅,✅,✅,
property,isTierOf,✅,✅,✅,✅,
property,isUnlabelledFallback,✅,✅,✅,✅,
property,isVariantOf,✅,✅,✅,✅,
property,iswcCode,✅,✅,✅,✅,
property,item,✅,✅,✅,✅,
property,itemCondition,✅,✅,✅,✅,
property,itemDefectReturnFees,✅,✅,✅,✅,
property,itemDefectReturnLabelSource,✅,✅,✅,✅,
property,itemDefectReturnShippingFeesAmount,✅,✅,✅,✅,
property,itemListElement,✅,✅,✅,✅,✅
property,itemListOrder,✅,✅,✅,✅,
property,itemOffered,✅,✅,✅,✅,
property,itemReviewed,✅,✅,✅,✅,
property,itinerary,✅,✅,✅,✅,
property,jobTitle,✅,✅,✅,✅,
property,keywords,✅,✅,✅,✅,
property,knows,✅,✅,✅,✅,
property,knowsAbout,✅,✅,✅,✅,
property,knowsLanguage,✅,✅,✅,✅,
property,labelDetails,✅,✅,✅,✅,
property,lastReviewed,✅,✅,✅,✅,
property,latitude,✅,✅,✅,✅,
property,learningResourceType,✅,✅,✅,✅,
property,leaseLength,✅,✅,✅,✅,
property,legalAddress,✅,✅,✅,✅,
property,legalName,✅,✅,✅,✅,
property,legalRepresentative,✅,✅,✅,✅,
property,legalStatus,✅,✅,✅,✅,
property,leiCode,✅,✅,✅,✅,
property,license,✅,✅,✅,✅,
property,lifeEvent,✅,✅,✅,✅,
property,line,✅,✅,✅,✅,
property,loanPaymentAmount,✅,✅,✅,✅,
property,loanPaymentFrequency,✅,✅,✅,✅,
property,loanRepaymentForm,✅,✅,✅,✅,
property,loanTerm,✅,✅,✅,✅,
property,loanType,✅,✅,✅,✅,
property,location,✅,✅,✅,✅,
property,locationCreated,✅,✅,✅,✅,
property,logo,✅,✅,✅,✅,
property,longitude,✅,✅,✅,✅,
property,lowPrice,✅,✅,✅,✅,
property,lyricist,✅,✅,✅,✅,
property,lyrics,✅,✅,✅,✅,
property,mainContentOfPage,✅,✅,✅,✅,
property,mainEntity,✅,✅,✅,✅,
property,mainEntityOfPage,✅,✅,✅,✅,
property,maintainer,✅,✅,✅,✅,
property,makesOffer,✅,✅,✅,✅,
property,manufacturer,✅,✅,✅,✅,
property,map,✅,✅,✅,✅,
property,maps,✅,✅,✅,✅,
property,mapType,✅,✅,✅,✅,
property,material,✅,✅,✅,✅,
property,materialExtent,✅,✅,✅,✅,
property,maximumAttendeeCapacity,✅,✅,✅,✅,
property,maximumIntake,✅,✅,✅,✅,
property,maximumPhysicalAttendeeCapacity,✅,✅,✅,✅,
property,maximumVirtualAttendeeCapacity,✅,✅,✅,✅,
property,maxPrice,✅,✅,✅,✅,
property,maxValue,✅,✅,✅,✅,
property,measuredProperty,✅,✅,✅,✅,
property,measurementDenominator,✅,✅,✅,✅,
property,measurementMethod,✅,✅,✅,✅,
property,measurementQualifier,✅,✅,✅,✅,
property,measurementTechnique,✅,✅,✅,✅,
property,mechanismOfAction,✅,✅,✅,✅,
property,median,✅,✅,✅,✅,
property,medicalAudience,✅,✅,✅,✅,
property,medicineSystem,✅,✅,✅,✅,
property,member,✅,✅,✅,✅,
property,memberOf,✅,✅,✅,✅,
property,members,✅,✅,✅,✅,
property,membershipNumber,✅,✅,✅,✅,
property,membershipPointsEarned,✅,✅,✅,✅,
property,memoryRequirements,✅,✅,✅,✅,
property,mentions,✅,✅,✅,✅,
property,menuAddOn,✅,✅,✅,✅,
property,merchantReturnDays,✅,✅,✅,✅,
property,merchantReturnLink,✅,✅,✅,✅,
property,minPrice,✅,✅,✅,✅,
property,minValue,✅,✅,✅,✅,
property,mobileUrl,✅,✅,✅,✅,
property,model,✅,✅,✅,✅,
property,monthlyMinimumRepaymentAmount,✅,✅,✅,✅,
property,monthsOfExperience,✅,✅,✅,✅,
property,mpn,✅,✅,✅,✅,
property,musicalKey,✅,✅,✅,✅,
property,musicArrangement,✅,✅,✅,✅,
property,musicBy,✅,✅,✅,✅,
property,musicCompositionForm,✅,✅,✅,✅,
property,musicGroupMember,✅,✅,✅,✅,
property,musicReleaseFormat,✅,✅,✅,✅,
property,naics,✅,✅,✅,✅,
property,name,✅,✅,✅,✅,
property,nationality,✅,✅,✅,✅,
property,naturalProgression,✅,✅,✅,✅,
property,negativeNotes,✅,✅,✅,✅,
property,netWorth,✅,✅,✅,✅,
property,nextItem,✅,✅,✅,✅,
property,nonprofitStatus,✅,✅,✅,✅,
property,nonProprietaryName,✅,✅,✅,✅,
property,normalRange,✅,✅,✅,✅,
property,nsn,✅,✅,✅,✅,
property,numberOfEmployees,✅,✅,✅,✅,
property,numberOfEpisodes,✅,✅,✅,✅,
property,numberOfItems,✅,✅,✅,✅,
property,numberOfLoanPayments,✅,✅,✅,✅,
property,numConstraints,✅,✅,✅,✅,
property,numItems,✅,✅,✅,✅,
property,numTracks,✅,✅,✅,✅,
property,nutrition,✅,✅,✅,✅,
property,object,✅,✅,✅,✅,
property,occupationalCategory,✅,✅,✅,✅,
property,occupationLocation,✅,✅,✅,✅,
property,offerCount,✅,✅,✅,✅,
property,offeredBy,✅,✅,✅,✅,
property,offers,✅,✅,✅,✅,✅
property,offersPrescriptionByMail,✅,✅,✅,✅,
property,openingHours,✅,✅,✅,✅,
property,openingHoursSpecification,✅,✅,✅,✅,
property,opens,✅,✅,✅,✅,
property,operatingSystem,✅,✅,✅,✅,
property,orderPercentage,✅,✅,✅,✅,
property,orderValue,✅,✅,✅,✅,
property,organizer,✅,✅,✅,✅,
property,overdosage,✅,✅,✅,✅,
property,owner,✅,✅,✅,✅,
property,ownershipFundingInfo,✅,✅,✅,✅,
property,owns,✅,✅,✅,✅,
property,pageEnd,✅,✅,✅,✅,
property,pageStart,✅,✅,✅,✅,
property,pagination,✅,✅,✅,✅,
property,parent,✅,✅,✅,✅,
property,parentItem,✅,✅,✅,✅,
property,parentOrganization,✅,✅,✅,✅,
property,parents,✅,✅,✅,✅,
property,parentService,✅,✅,✅,✅,
property,parentTaxon,✅,✅,✅,✅,
property,participant,✅,✅,✅,✅,
property,partOfEpisode,✅,✅,✅,✅,
property,partOfSeason,✅,✅,✅,✅,
property,partOfSeries,✅,✅,✅,✅,
property,partOfSystem,✅,✅,✅,✅,
property,partOfTrip,✅,✅,✅,✅,
property,pathophysiology,✅,✅,✅,✅,
property,pattern,✅,✅,✅,✅,
property,paymentMethodType,✅,✅,✅,✅,
property,percentile10,✅,✅,✅,✅,
property,percentile25,✅,✅,✅,✅,
property,percentile75,✅,✅,✅,✅,
property,percentile90,✅,✅,✅,✅,
property,performer,✅,✅,✅,✅,
property,performerIn,✅,✅,✅,✅,
property,performers,✅,✅,✅,✅,
property,performTime,✅,✅,✅,✅,
property,permissions,✅,✅,✅,✅,
property,photo,✅,✅,✅,✅,
property,photos,✅,✅,✅,✅,
property,physiologicalBenefits,✅,✅,✅,✅,
property,playerType,✅,✅,✅,✅,
property,polygon,✅,✅,✅,✅,
property,populationType,✅,✅,✅,✅,
property,position,✅,✅,✅,✅,
property,positiveNotes,✅,✅,✅,✅,
property,possibleComplication,✅,✅,✅,✅,
property,possibleTreatment,✅,✅,✅,✅,
property,postalCode,✅,✅,✅,✅,
property,postalCodeBegin,✅,✅,✅,✅,
property,postalCodeEnd,✅,✅,✅,✅,
property,postalCodePrefix,✅,✅,✅,✅,
property,postalCodeRange,✅,✅,✅,✅,
property,postOfficeBoxNumber,✅,✅,✅,✅,
property,postOp,✅,✅,✅,✅,
property,potentialAction,✅,✅,✅,✅,✅
property,predecessorOf,✅,✅,✅,✅,
property,pregnancyCategory,✅,✅,✅,✅,
property,pregnancyWarning,✅,✅,✅,✅,
property,preOp,✅,✅,✅,✅,
property,preparation,✅,✅,✅,✅,
property,prepTime,✅,✅,✅,✅,
property,prescribingInfo,✅,✅,✅,✅,
property,prescriptionStatus,✅,✅,✅,✅,
property,previousItem,✅,✅,✅,✅,
property,previousStartDate,✅,✅,✅,✅,
property,price,✅,✅,✅,✅,
property,priceComponentType,✅,✅,✅,✅,
property,priceCurrency,✅,✅,✅,✅,
property,priceSpecification,✅,✅,✅,✅,
property,priceType,✅,✅,✅,✅,
property,priceValidUntil,✅,✅,✅,✅,
property,primaryImageOfPage,✅,✅,✅,✅,
property,primaryPrevention,✅,✅,✅,✅,
property,printColumn,✅,✅,✅,✅,
property,printEdition,✅,✅,✅,✅,
property,printPage,✅,✅,✅,✅,
property,printSection,✅,✅,✅,✅,
property,procedure,✅,✅,✅,✅,
property,procedureType,✅,✅,✅,✅,
property,processingTime,✅,✅,✅,✅,
property,processorRequirements,✅,✅,✅,✅,
property,producer,✅,✅,✅,✅,
property,produces,✅,✅,✅,✅,
property,productGroupID,✅,✅,✅,✅,
property,productID,✅,✅,✅,✅,
property,productionCompany,✅,✅,✅,✅,
property,productionDate,✅,✅,✅,✅,
property,productSupported,✅,✅,✅,✅,
property,program,✅,✅,✅,✅,
property,programName,✅,✅,✅,✅,
property,pronouns,✅,✅,✅,✅,
property,propertyID,✅,✅,✅,✅,
property,proprietaryName,✅,✅,✅,✅,
property,proteinContent,✅,✅,✅,✅,
property,provider,✅,✅,✅,✅,
property,providerMobility,✅,✅,✅,✅,
property,providesBroadcastService,✅,✅,✅,✅,
property,providesService,✅,✅,✅,✅,
property,publicAccess,✅,✅,✅,✅,
property,publication,✅,✅,✅,✅,
property,publishedBy,✅,✅,✅,✅,
property,publishedOn,✅,✅,✅,✅,
property,publisher,✅,✅,✅,✅,
property,publisherImprint,✅,✅,✅,✅,
property,publishingPrinciples,✅,✅,✅,✅,
property,purchaseDate,✅,✅,✅,✅,
property,qualifications,✅,✅,✅,✅,
property,rangeIncludes,✅,✅,✅,✅,
property,ratingCount,✅,✅,✅,✅,
property,ratingExplanation,✅,✅,✅,✅,
property,ratingValue,✅,✅,✅,✅,
property,recognizedBy,✅,✅,✅,✅,
property,recognizingAuthority,✅,✅,✅,✅,
property,recordedAs,✅,✅,✅,✅,
property,recordedAt,✅,✅,✅,✅,
property,recordedIn,✅,✅,✅,✅,
property,recordingOf,✅,✅,✅,✅,
property,recordLabel,✅,✅,✅,✅,
property,recourseLoan,✅,✅,✅,✅,
property,referenceQuantity,✅,✅,✅,✅,
property,refundType,✅,✅,✅,✅,
property,regionsAllowed,✅,✅,✅,✅,
property,relatedAnatomy,✅,✅,✅,✅,
property,relatedCondition,✅,✅,✅,✅,
property,relatedDrug,✅,✅,✅,✅,
property,relatedLink,✅,✅,✅,✅,
property,relatedStructure,✅,✅,✅,✅,
property,relatedTherapy,✅,✅,✅,✅,
property,relatedTo,✅,✅,✅,✅,
property,releaseDate,✅,✅,✅,✅,
property,releasedEvent,✅,✅,✅,✅,
property,releaseNotes,✅,✅,✅,✅,
property,releaseOf,✅,✅,✅,✅,
property,relevantSpecialty,✅,✅,✅,✅,
property,remainingAttendeeCapacity,✅,✅,✅,✅,
property,renegotiableLoan,✅,✅,✅,✅,
property,repeatCount,✅,✅,✅,✅,
property,repeatFrequency,✅,✅,✅,✅,
property,representativeOfPage,✅,✅,✅,✅,
property,requiredCollateral,✅,✅,✅,✅,
property,requiredGender,✅,✅,✅,✅,
property,requiredMaxAge,✅,✅,✅,✅,
property,requiredMinAge,✅,✅,✅,✅,
property,requiredQuantity,✅,✅,✅,✅,
property,requirements,✅,✅,✅,✅,
property,requiresSubscription,✅,✅,✅,✅,
property,responsibilities,✅,✅,✅,✅,
property,restockingFee,✅,✅,✅,✅,
property,result,✅,✅,✅,✅,
property,returnFees,✅,✅,✅,✅,
property,returnLabelSource,✅,✅,✅,✅,
property,returnMethod,✅,✅,✅,✅,
property,returnPolicyCategory,✅,✅,✅,✅,
property,returnPolicyCountry,✅,✅,✅,✅,
property,returnPolicySeasonalOverride,✅,✅,✅,✅,
property,returnShippingFeesAmount,✅,✅,✅,✅,
property,review,✅,✅,✅,✅,
property,reviewAspect,✅,✅,✅,✅,
property,reviewBody,✅,✅,✅,✅,
property,reviewCount,✅,✅,✅,✅,
property,reviewedBy,✅,✅,✅,✅,
property,reviewRating,✅,✅,✅,✅,
property,reviews,✅,✅,✅,✅,
property,riskFactor,✅,✅,✅,✅,
property,risks,✅,✅,✅,✅,
property,runtimePlatform,✅,✅,✅,✅,
property,rxcui,✅,✅,✅,✅,
property,sameAs,✅,✅,✅,✅,
property,saturatedFatContent,✅,✅,✅,✅,
property,scheduleTimezone,✅,✅,✅,✅,
property,schemaVersion,✅,✅,✅,✅,
property,screenshot,✅,✅,✅,✅,
property,sdDatePublished,✅,✅,✅,✅,
property,sdLicense,✅,✅,✅,✅,
property,sdPublisher,✅,✅,✅,✅,
property,seasonalOverride,✅,✅,✅,✅,
property,seasonNumber,✅,✅,✅,✅,
property,secondaryPrevention,✅,✅,✅,✅,
property,seeks,✅,✅,✅,✅,
property,seller,✅,✅,✅,✅,
property,serialNumber,✅,✅,✅,✅,
property,seriousAdverseOutcome,✅,✅,✅,✅,
property,serviceArea,✅,✅,✅,✅,
property,serviceAudience,✅,✅,✅,✅,
property,serviceLocation,✅,✅,✅,✅,
property,serviceOutput,✅,✅,✅,✅,
property,servicePhone,✅,✅,✅,✅,
property,servicePostalAddress,✅,✅,✅,✅,
property,serviceSmsNumber,✅,✅,✅,✅,
property,serviceType,✅,✅,✅,✅,
property,serviceUrl,✅,✅,✅,✅,
property,servingSize,✅,✅,✅,✅,
property,sha256,✅,✅,✅,✅,
property,sharedContent,✅,✅,✅,✅,
property,shippingConditions,✅,✅,✅,✅,
property,shippingDestination,✅,✅,✅,✅,
property,shippingDetails,✅,✅,✅,✅,
property,shippingOrigin,✅,✅,✅,✅,
property,shippingRate,✅,✅,✅,✅,
property,sibling,✅,✅,✅,✅,
property,siblings,✅,✅,✅,✅,
property,signDetected,✅,✅,✅,✅,
property,significance,✅,✅,✅,✅,
property,significantLink,✅,✅,✅,✅,
property,significantLinks,✅,✅,✅,✅,
property,signOrSymptom,✅,✅,✅,✅,
property,size,✅,✅,✅,✅,
property,skills,✅,✅,✅,✅,
property,sku,✅,✅,✅,✅,
property,slogan,✅,✅,✅,✅,
property,smokingAllowed,✅,✅,✅,✅,
property,sodiumContent,✅,✅,✅,✅,
property,softwareAddOn,✅,✅,✅,✅,
property,softwareHelp,✅,✅,✅,✅,
property,softwareRequirements,✅,✅,✅,✅,
property,softwareVersion,✅,✅,✅,✅,
property,sourceOrganization,✅,✅,✅,✅,
property,spatial,✅,✅,✅,✅,
property,spatialCoverage,✅,✅,✅,✅,
property,speakable,✅,✅,✅,✅,
property,specialOpeningHoursSpecification,✅,✅,✅,✅,
property,specialty,✅,✅,✅,✅,
property,sponsor,✅,✅,✅,✅,
property,spouse,✅,✅,✅,✅,
property,stage,✅,✅,✅,✅,
property,stageAsNumber,✅,✅,✅,✅,
property,startDate,✅,✅,✅,✅,
property,startOffset,✅,✅,✅,✅,
property,startTime,✅,✅,✅,✅,
property,statType,✅,✅,✅,✅,
property,status,✅,✅,✅,✅,
property,step,✅,✅,✅,✅,
property,steps,✅,✅,✅,✅,
property,storageRequirements,✅,✅,✅,✅,
property,streetAddress,✅,✅,✅,✅,
property,strengthUnit,✅,✅,✅,✅,
property,strengthValue,✅,✅,✅,✅,
property,study,✅,✅,✅,✅,
property,studyLocation,✅,✅,✅,✅,
property,studySubject,✅,✅,✅,✅,
property,subEvent,✅,✅,✅,✅,
property,subEvents,✅,✅,✅,✅,
property,subjectOf,✅,✅,✅,✅,
property,subOrganization,✅,✅,✅,✅,
property,subStageSuffix,✅,✅,✅,✅,
property,subStructure,✅,✅,✅,✅,
property,subTrip,✅,✅,✅,✅,
property,successorOf,✅,✅,✅,✅,
property,sugarContent,✅,✅,✅,✅,
property,suggestedAge,✅,✅,✅,✅,
property,suggestedGender,✅,✅,✅,✅,
property,suggestedMaxAge,✅,✅,✅,✅,
property,suggestedMeasurement,✅,✅,✅,✅,
property,suggestedMinAge,✅,✅,✅,✅,
property,suitableForDiet,✅,✅,✅,✅,
property,superEvent,✅,✅,✅,✅,
property,supersededBy,✅,✅,✅,✅,
property,supply,✅,✅,✅,✅,
property,supportingData,✅,✅,✅,✅,
property,target,✅,✅,✅,✅,
property,targetDescription,✅,✅,✅,✅,
property,targetName,✅,✅,✅,✅,
property,targetPopulation,✅,✅,✅,✅,
property,targetUrl,✅,✅,✅,✅,
property,taxID,✅,✅,✅,✅,
property,taxonomicRange,✅,✅,✅,✅,
property,taxonRank,✅,✅,✅,✅,
property,teaches,✅,✅,✅,✅,
property,telephone,✅,✅,✅,✅,
property,temporal,✅,✅,✅,✅,
property,temporalCoverage,✅,✅,✅,✅,
property,termCode,✅,✅,✅,✅,
property,termsOfService,✅,✅,✅,✅,
property,text,✅,✅,✅,✅,
property,thumbnail,✅,✅,✅,✅,
property,thumbnailUrl,✅,✅,✅,✅,
property,timeRequired,✅,✅,✅,✅,
property,tocContinuation,✅,✅,✅,✅,
property,tool,✅,✅,✅,✅,
property,totalTime,✅,✅,✅,✅,
property,tourBookingPage,✅,✅,✅,✅,
property,track,✅,✅,✅,✅,
property,tracks,✅,✅,✅,✅,
property,trailer,✅,✅,✅,✅,
property,transcript,✅,✅,✅,✅,
property,transFatContent,✅,✅,✅,✅,
property,transitTime,✅,✅,✅,✅,
property,translationOfWork,✅,✅,✅,✅,
property,translator,✅,✅,✅,✅,
property,tripOrigin,✅,✅,✅,✅,
property,typeOfGood,✅,✅,✅,✅,
property,typicalAgeRange,✅,✅,✅,✅,
property,typicalTest,✅,✅,✅,✅,
property,unitCode,✅,✅,✅,✅,
property,unitText,✅,✅,✅,✅,
property,unnamedSourcesPolicy,✅,✅,✅,✅,
property,unsaturatedFatContent,✅,✅,✅,✅,
property,uploadDate,✅,✅,✅,✅,
property,upvoteCount,✅,✅,✅,✅,
property,url,✅,✅,✅,✅,
property,urlTemplate,✅,✅,✅,✅,
property,usageInfo,✅,✅,✅,✅,
property,usedToDiagnose,✅,✅,✅,✅,
property,userInteractionCount,✅,✅,✅,✅,
property,usesDevice,✅,✅,✅,✅,
property,usesHealthPlanIdStandard,✅,✅,✅,✅,
property,utterances,✅,✅,✅,✅,
property,validFor,✅,✅,✅,✅,
property,validForMemberTier,✅,✅,✅,✅,
property,validFrom,✅,✅,✅,✅,
property,validIn,✅,✅,✅,✅,
property,validThrough,✅,✅,✅,✅,
property,value,✅,✅,✅,✅,
property,valueAddedTaxIncluded,✅,✅,✅,✅,
property,valueReference,✅,✅,✅,✅,
property,variableMeasured,✅,✅,✅,✅,
property,variesBy,✅,✅,✅,✅,
property,vatID,✅,✅,✅,✅,
property,version,✅,✅,✅,✅,
property,video,✅,✅,✅,✅,
property,videoFormat,✅,✅,✅,✅,
property,videoFrameSize,✅,✅,✅,✅,
property,videoQuality,✅,✅,✅,✅,
property,warning,✅,✅,✅,✅,
property,warranty,✅,✅,✅,✅,
property,warrantyScope,✅,✅,✅,✅,
property,weight,✅,✅,✅,✅,
property,weightPercentage,✅,✅,✅,✅,
property,width,✅,✅,✅,✅,
property,wordCount,✅,✅,✅,✅,
property,workExample,✅,✅,✅,✅,
property,workFeatured,✅,✅,✅,✅,
property,workLocation,✅,✅,✅,✅,
property,workPerformed,✅,✅,✅,✅,
property,worksFor,✅,✅,✅,✅,
property,workTranslation,✅,✅,✅,✅,
property,worstRating,✅,✅,✅,✅,
property,xpath,✅,✅,✅,✅,
property,yield,✅,✅,✅,✅,
enumeration,ActionStatusType,✅,✅,✅,✅,
enumeration,AdultOrientedEnumeration,✅,✅,✅,✅,
enumeration,BusinessEntityType,✅,✅,✅,✅,
enumeration,BusinessFunction,✅,✅,✅,✅,
enumeration,CertificationStatusEnumeration,✅,✅,✅,✅,
enumeration,ContactPointOption,✅,✅,✅,✅,
enumeration,DayOfWeek,✅,✅,✅,✅,
enumeration,DeliveryMethod,✅,✅,✅,✅,
enumeration,DigitalPlatformEnumeration,✅,✅,✅,✅,
enumeration,DrugPregnancyCategory,✅,✅,✅,✅,
enumeration,DrugPrescriptionStatus,✅,✅,✅,✅,
enumeration,EnergyEfficiencyEnumeration,✅,✅,✅,✅,
enumeration,EUEnergyEfficiencyEnumeration,✅,✅,✅,✅,
enumeration,EventAttendanceModeEnumeration,✅,✅,✅,✅,
enumeration,EventStatusType,✅,✅,✅,✅,
enumeration,FulfillmentTypeEnumeration,✅,✅,✅,✅,
enumeration,GenderType,✅,✅,✅,✅,
enumeration,GovernmentBenefitsType,✅,✅,✅,✅,
enumeration,IPTCDigitalSourceEnumeration,✅,✅,✅,✅,
enumeration,ItemAvailability,✅,✅,✅,✅,
enumeration,ItemListOrderType,✅,✅,✅,✅,
enumeration,MapCategoryType,✅,✅,✅,✅,
enumeration,MeasurementMethodEnum,✅,✅,✅,✅,
enumeration,MeasurementTypeEnumeration,✅,✅,✅,✅,
enumeration,MediaEnumeration,✅,✅,✅,✅,
enumeration,MedicalAudienceType,✅,✅,✅,✅,
enumeration,MedicalEnumeration,✅,✅,✅,✅,
enumeration,MedicalEvidenceLevel,✅,✅,✅,✅,
enumeration,MedicalProcedureType,✅,✅,✅,✅,
enumeration,MedicalSpecialty,✅,✅,✅,✅,
enumeration,MedicalStudyStatus,✅,✅,✅,✅,
enumeration,MedicineSystem,✅,✅,✅,✅,
enumeration,MerchantReturnEnumeration,✅,✅,✅,✅,
enumeration,MusicAlbumProductionType,✅,✅,✅,✅,
enumeration,MusicAlbumReleaseType,✅,✅,✅,✅,
enumeration,MusicReleaseFormatType,✅,✅,✅,✅,
enumeration,NonprofitType,✅,✅,✅,✅,
enumeration,OfferItemCondition,✅,✅,✅,✅,
enumeration,PaymentMethodType,✅,✅,✅,✅,
enumeration,PhysicalActivityCategory,✅,✅,✅,✅,
enumeration,PhysicalExam,✅,✅,✅,✅,
enumeration,PriceComponentTypeEnumeration,✅,✅,✅,✅,
enumeration,PriceTypeEnumeration,✅,✅,✅,✅,
enumeration,QualitativeValue,✅,✅,✅,✅,
enumeration,RefundTypeEnumeration,✅,✅,✅,✅,
enumeration,RestrictedDiet,✅,✅,✅,✅,
enumeration,ReturnFeesEnumeration,✅,✅,✅,✅,
enumeration,ReturnLabelSourceEnumeration,✅,✅,✅,✅,
enumeration,ReturnMethodEnumeration,✅,✅,✅,✅,
enumeration,SizeSpecification,✅,✅,✅,✅,
enumeration,Specialty,✅,✅,✅,✅,
enumeration,StatusEnumeration,✅,✅,✅,✅,
enumeration,TierBenefitEnumeration,✅,✅,✅,✅,
enumeration,WarrantyScope,✅,✅,✅,✅,
datatype,Boolean,✅,✅,✅,✅,
datatype,Date,✅,✅,✅,✅,
datatype,DateTime,✅,✅,✅,✅,
datatype,Number,✅,✅,✅,✅,
datatype,Quantity,✅,✅,✅,✅,
datatype,Text,✅,✅,✅,✅,
datatype,Time,✅,✅,✅,✅,
